HS Code,Chapter,Tariff Description,CD,SD,VAT,AIT,RD,AT,TTI,Source Page
85361000,85,"Fuses, =<1000 V",25,0,15,5,5,7.5,64.25,86
85362000,85,"Automatic Circuit Breakers, =<1000 V",10,0,15,5,0,7.5,39.75,86
85363010,85,Motor protector,10,0,15,5,0,7.5,39.75,86
85363090,85,"Apparatus For Protecting Electrical Circuits, Nes, =<1000 V",10,0,15,5,0,7.5,39.75,86
85364100,85,Relays For A Voltage =<60 V,10,0,15,5,0,7.5,39.75,86
85364910,85,PTC relay,10,0,15,5,0,7.5,39.75,86
85364990,85,Relays For A Voltage 60-1000 V,10,0,15,5,0,7.5,39.75,86
85365000,85,Other switches,25,20,15,5,5,7.5,96.10,86
85366100,85,"Lamp-Holders, =<1000 V",25,20,15,5,5,7.5,96.10,86
85366900,85,Other,25,20,15,5,5,7.5,96.10,86
85367000,85,"Connectors for optical fibres, optical fibre bundles or cables",25,10,15,5,5,7.5,80.18,86
85369010,85,"Connector, Terminal and Electrical apparatus",25,10,15,5,5,7.5,80.18,86
85369090,85,"Apparatus For Switching... Electrical Circuits, Nes, =<1000 V",25,10,15,5,5,7.5,80.18,86
85371010,85,BUSBAR TRUNKING SYSTEM,1,0,15,5,0,7.5,28.73,86
85371020,85,Electric panel,10,0,15,5,0,7.5,39.75,86
85371090,85,Other,10,0,15,5,0,7.5,39.75,86
85372000,85,"Boards...Equipped With Two/More Apparatus Of 85.35/85.36, Voltage > 1000v",10,0,15,5,0,7.5,39.75,86
85381000,85,"Boards... Desks, Cabinets And Other Bases For Goods Of 85.37, Not Equipped",10,0,15,5,0,7.5,39.75,86
85389000,85,"Other than Parts Of Apparatus Of 85.35 To 85.37, Nes",25,0,15,5,5,7.5,64.25,86
85391000,85,Sealed Beam Lamp Units,10,0,15,5,0,7.5,39.75,87
85392110,85,Tungsten Halogen Lomp For Use In Laboratories Or Operation Theatres,5,0,15,5,0,7.5,33.63,87
85392190,85,Other Tungsten Halogen Filament Lamps (Excl.Ultra-Violet Or Infra-Red)Nes.,5,0,15,5,0,7.5,33.63,87
85392200,85,"Filament lamps of a power =<200w and of a voltage >100v, nes",25,20,15,5,5,7.5,96.10,87
85392910,85,Indicator pilot lamp 6V-60V/5 Watt,25,0,15,5,5,7.5,64.25,87
85392990,85,"Elec.filmnt.or discharge lamps,incl. sealed beam..excl.Indicator pilot lamp 6V-60V/5 wa",25,20,15,5,5,7.5,96.10,87
85393110,85,Energy Saving Lamp having an output of light 3 times or more compared to normal fla.,25,0,15,5,5,7.5,64.25,87
85393120,85,T5 tube light,25,0,15,5,5,7.5,64.25,87
85393190,85,"Discharge Lamp other than Ultra-Violet Lamps, Fluorescent, Hot Cathode",25,45,15,5,5,7.5,135.91,87
85393210,85,Indicator Pilot Lamps (Sodium) Not Exceeding 18 Watts,10,0,15,5,0,7.5,39.75,87
85393290,85,"Other Mercury Or Sodium Vapour Lamps; Metal Halide Lamps, Nes",25,10,15,5,5,7.5,80.18,87
85393910,85,Special Lamps For Use In Laboratories,5,0,15,5,0,7.5,33.63,87
85393990,85,"Discharge Lamps, Not Ulta-Viilet Lamps,Mercury Or Sodium Vapour Lamps Nes.",25,10,15,5,5,7.5,80.18,87
85394100,85,Arc-Lamps,10,0,15,5,0,7.5,39.75,87
85394910,85,For Use In Laboratories Or Operation Theaters,5,0,15,5,0,7.5,33.63,87
85394990,85,Other Ultra-Violet Or Infra-Red Lamps Nes.,10,0,15,5,0,7.5,39.75,87
85395100,85,Light-emitting diode (LED) light sources :,25,0,15,5,5,7.5,64.25,87
85395200,85,Light-emitting diode (LED) light sources :Light-emitting diode (LED) lamps,25,0,15,5,5,7.5,64.25,87
85399010,85,Base Cap For Lamps,25,0,15,5,5,7.5,64.25,87
85399020,85,Loaded printed circuit board of Heading 85.27 and 85.28,25,0,15,5,5,7.5,64.25,87
85399030,85,Of Light-emitting diode (LED) lamps,25,0,15,5,5,7.5,64.25,87
85399090,85,"Parts For Filament Or Discharge Lamps,Excl.Aluminum Base Cap For Lamps,Nes",25,0,15,5,5,7.5,64.25,87
85401100,85,Colour,25,0,15,5,5,7.5,64.25,87
85401200,85,Monochrome,25,0,15,5,5,7.5,64.25,87
85402000,85,Television Camera Tubes; Image Converters/Intensifiers; Photo-Cathodes,10,0,15,5,0,7.5,39.75,87
85404000,85,"Data/Graphic Display Tubes, monochrome;data/graphic display...dot screen pitch <0.4mm",10,0,15,5,0,7.5,39.75,87
85406000,85,Other Cathode-Ray Tubes Nes,10,0,15,5,0,7.5,39.75,87
85407100,85,Magnetrons,10,0,15,5,0,7.5,39.75,87
85407900,85,"Microwave Tubes (Excl. Magnetrons, Klystrons And Grid-Controlled Tubes)",10,0,15,5,0,7.5,39.75,87
85408100,85,Receiver Or Amplifier Valves And Tubes,10,0,15,5,0,7.5,39.75,87
85408900,85,"Other Valves And Tubes, Nes",10,0,15,5,0,7.5,39.75,87
85409100,85,Parts Of Cathode-Ray Tubes,10,0,15,5,0,7.5,39.75,87
85409900,85,Other Parts Of Tubes And Valves Of 85.40 (Excl.Parts Of Cathode-Ray Tubes),10,0,15,5,0,7.5,39.75,87
85411000,85,"Diodes, other than photosensitive or light-emitting diodes (LED)",5,0,15,5,0,7.5,33.63,87
85412100,85,"Transistors (Excl. Phototransistors), With A Dissipation Rate <1w",5,0,15,5,0,7.5,33.63,87
85412900,85,"Transistors (Excl. Phototransistors), With A Dissipation Rate >=1w",5,0,15,5,0,7.5,33.63,87
85413000,85,"Thyristors, Diacs And Triacs, Other Than Photosensitive Devices",5,0,15,5,0,7.5,33.63,87
85414100,85,"Photosensitive semi-conductor devices, including....Light-emitting diodes (LED)",5,0,15,5,0,7.5,33.63,87
85414200,85,Photovoltaic cells not assembled in modules or made up into panels,0,0,15,5,0,7.5,27.50,87
85414300,85,Photovoltaic cells assembled in modules or made up into panels,1,0,15,5,0,7.5,28.73,87
85414900,85,"Other --- Photosensitive semi-conductor devices,..light-emitting diodes (LED) NES",5,0,15,5,0,7.5,33.63,87
85415100,85,"Other semi-conductor devices , Semiconductor-based transducers",5,0,15,5,0,7.5,33.63,87
85415900,85,Other semi-conductor devices : NES,5,0,15,5,0,7.5,33.63,87
85416000,85,Mounted Piezo-Electric Crystals,5,0,15,5,0,7.5,33.63,87
85419000,85,Parts Of Devices Of 85.41,5,0,15,5,0,7.5,33.63,87
85423110,85,"Processors & controllers, whet. or not comb.logic ckt, a, SIM module",5,0,15,5,0,7.5,33.63,87
85423120,85,Other module,10,0,15,5,0,7.5,39.75,87
85423190,85,"Processors & controllers, whet. or not comb.logic ckt, a, Excl. SIM module",10,0,15,5,0,7.5,39.75,87
85423200,85,Memories,10,0,15,5,0,7.5,39.75,87
85423300,85,Amplifiers,10,0,15,5,0,7.5,39.75,87
85423910,85,"SIM card, TV",25,20,15,5,5,7.5,96.10,87
85423990,85,"Electronic integrated circuits,nes",10,0,15,5,0,7.5,39.75,87
85429000,85,Parts,10,0,15,5,0,7.5,39.75,87
85431000,85,Particle accelerators,1,0,15,5,0,7.5,28.73,87
85432000,85,Signal Generators,1,0,15,5,0,7.5,28.73,87
85433000,85,"Machines/Apparatus For Electroplating, Electrolysis Or Electrophoresis",1,0,15,5,0,7.5,28.73,87
85434000,85,Electronic cigarettes and similar personal electric vaporising devices,25,100,15,5,5,7.5,223.50,87
85437010,85,Remote control for electronic and electrical apparatus,25,0,15,5,5,7.5,64.25,87
85437020,85,Electronic talking dictionary,1,0,15,5,0,7.5,28.73,87
85437030,85,Electronic insects repelling devices,25,0,15,5,5,7.5,64.25,87
85437040,85,Electric/Electronic access control,5,0,15,5,0,7.5,33.63,87
85437090,85,"Other machines & appa., Excl. Remote control for electronic and electrical appa.",10,0,15,5,0,7.5,39.75,87
85439010,85,Electronic Cigarattes and Similar personal electric vaporising device,25,100,15,5,5,7.5,223.50,87
85439090,85,Parts excluding Electronic Cigarattes and Similar personal electric vaporising device,5,0,15,5,0,7.5,33.63,87
85441100,85,Of copper,25,0,15,5,5,7.5,64.25,87
85441910,85,Cotton Braided Electric Cables,25,0,15,5,5,7.5,64.25,87
85441990,85,Other Winding Wire (Excl Wire Of Copper & Cotton Braided Electric Cables),25,20,15,5,5,7.5,96.10,87
85442000,85,Co-Axial Cable And Other Co-Axial Electric Conductors,25,30,15,5,5,7.5,112.03,87
85443000,85,"Ignition Wiring Sets And Other Wiring Sets For Vehicles, Aircraft...",10,0,15,5,0,7.5,39.75,87
85444200,85,"Other electric conductors for a voltage not exceeding 1,000 V: Fitted with conn",25,20,15,5,5,7.5,96.10,87
85444900,85,"Electric Conductors, Nes, For A Voltage <=80 V, Not Fitted With Connectors",25,0,15,5,5,7.5,64.25,87
85446000,85,"Other electric conductors, for a voltage exceeding 1000V",25,0,15,5,5,7.5,64.25,87
85447000,85,Optical Fibre Cables Made Up Of Individually Sheathed Fibres,15,10,15,5,5,7.5,66.70,87
85451100,85,Carbon electrodes for furnaces,5,0,15,5,0,7.5,33.63,88
85451910,85,Arc carbon used in cinema projector,10,0,15,5,0,7.5,39.75,88
85451990,85,"Carbon electrodes (excl. for furnaces), nes",10,0,15,5,0,7.5,39.75,88
85452000,85,Carbon Brushes,10,0,15,5,0,7.5,39.75,88
85459010,85,Crabon Block,10,0,15,5,0,7.5,39.75,88
85459020,85,Carbon rod,15,0,15,5,0,7.5,45.88,88
85459090,85,"Articles Of Graphite Or Other Carbon, Nes, For Electrical Purposes, Nes",10,10,15,5,0,7.5,53.23,88
85461000,85,Glass Electrical Insulaters,25,0,15,5,5,7.5,64.25,88
85462000,85,Ceramic Electrical Insulators,25,0,15,5,5,7.5,64.25,88
85469000,85,Electrical Insulators (Excl. Of Glass Or Ceramics),25,0,15,5,0,7.5,58.13,88
85471000,85,Insulating Fittings Of Ceramics For Electrical Machines...,25,0,15,5,5,7.5,64.25,88
85472000,85,Insulating Fittings Of Plastics For Electrical Machines...,25,0,15,5,5,7.5,64.25,88
85479000,85,Other,25,0,15,5,5,7.5,64.25,88
85480000,85,"Electrical parts of machinery or apparatus, not specified or included elsewhere in th",25,0,15,5,5,7.5,64.25,88
85491100,85,Waste and scrap of lead-acid accumulators; spent lead-acid accumulators,25,0,15,5,5,7.5,64.25,88
85491200,85,"Waste and scrap of primary cells, primary .Other, containing lead, cadmium or mercury",25,0,15,5,5,7.5,64.25,88
85491300,85,"Sorted by chemical type and not containing lead, cadmium or mercury",25,0,15,5,5,7.5,64.25,88
85491400,85,"Unsorted and not containing lead, cadmium or mercury",25,0,15,5,5,7.5,64.25,88
85491900,85,"Waste and scrap of primary cells, primary batteries and electric accumulators; ...NES",25,0,15,5,5,7.5,64.25,88
85492100,85,"Containing primary cells, batteries, elec. acm., mercury-switches, glass from CRT ………",25,0,15,5,5,7.5,64.25,88
85492900,85,Of a kind used principally for the recovery of precious metal :NES,25,0,15,5,5,7.5,64.25,88
85493100,85,"Containing primary cells, batteries, electric accumulators, mercury-switches, glass …",25,0,15,5,5,7.5,64.25,88
85493900,85,Other electrical and electronic assemblies and printed circuit boards : NES,25,0,15,5,5,7.5,64.25,88
85499100,85,"Containing primary cells, primary batteries,elec.accum., mercury-switches,CRT…PCBs",25,0,15,5,5,7.5,64.25,88
85499900,85,"Electrical and electronic waste and scrap.Other,NES",25,0,15,5,5,7.5,64.25,88
86011000,86,Rail Locomotives Powered From An External Source Of Electricity,10,0,15,5,0,7.5,39.75,88
86012000,86,Rail Locomotives Powered By Electric Accumulators,10,0,15,5,0,7.5,39.75,88
86021000,86,Diesel-Electric Locomotives,5,0,15,5,0,7.5,33.63,88
86029000,86,"Rail Locomotives, Nes; Locomotive Tenders",10,0,15,5,0,7.5,39.75,88
86031000,86,Self-Propelled Railway Coaches..Powered From Exter. Sources Of Electricity,10,0,15,5,0,7.5,39.75,88
86039000,86,"Self-Propelled Railway Or Tramway Coaches, Vans And Trucks, Nes",10,0,15,5,0,7.5,39.75,88
86040000,86,"Railway or tramway maintenance or service vehicles, whether or not self -propelled",10,0,15,5,0,7.5,39.75,88
86050000,86,"Railway/Tramway Passenger Coaches, Not Self-Propelled; Luggage Vans...",5,0,15,5,0,7.5,33.63,88
86061000,86,"Tank Wagons And The Like, Not Self-Propelled",5,0,15,5,0,7.5,33.63,88
86063000,86,"Self-Discharging Vans And Wagons, Nes",10,0,15,5,0,7.5,39.75,88
86069100,86,"Railway Or Tramway Goods Vans And Wagons, Covered And Closed",5,0,15,5,0,7.5,33.63,88
86069200,86,"Railway Or Tramway Goods Vans And Wagons, Open, With Sides",10,0,15,5,0,7.5,39.75,88
86069900,86,"Railway Or Tramway Goods Vans And Wagons, Not Self-Propelled, Nes",10,0,15,5,0,7.5,39.75,88
86071100,86,Parts Of Driving Bogies & Bissel-Bogies Of Railway Or Tramway Locomotives,10,0,15,5,0,7.5,39.75,88
86071200,86,"Parts Of Bogies & Bissel-Bogies,Nes,Of Railway.. Locomotives/Rolling Stock",5,0,15,5,0,7.5,33.63,88
86071900,86,"Axles, Wheels And Parts Of Bogies, Etc, Of Railway.. Locos/Rolling Stock",10,0,15,5,0,7.5,39.75,88
86072100,86,"Air Brakes And Parts Thereof, Of Railway... Locomotives/Rolling Stock",10,0,15,5,0,7.5,39.75,88
86072900,86,"Brakes And Parts Thereof, Of Railway... Locomotives/Rolling Stock",10,0,15,5,0,7.5,39.75,88
86073000,86,"Hooks And Other Coupling Devices, Buffers, And Parts Thereof",10,0,15,5,0,7.5,39.75,88
86079100,86,"Parts Of Railway Or Tramway Locomotives, Nes",10,0,15,5,0,7.5,39.75,88
86079900,86,"Parts Of Railway Or Tramway Rolling Stock, Nes",10,0,15,5,0,7.5,39.75,88
86080000,86,Railway/Tramway Track Fixtures/Fittings; Mechanical Signalling...,10,0,15,5,0,7.5,39.75,88
86090010,86,Insulated Or Refer Container,15,0,15,5,0,0,37.25,88
86090090,86,"Containers Specially Designed For Transport By One Or More Method, Nes",15,0,15,5,0,0,37.25,88
87011000,87,Single axle tractors,5,0,15,5,0,7.5,33.63,88
87012100,87,With only compression-ignition internal combustion piston engn(diesel or semi-diesel,5,0,15,5,0,7.5,33.63,88
87012200,87,With both cmpr-ignition intl.comb. Pstn.engn(dsl/semi-dsl)&elec.motor as mtrs for pro,5,0,15,5,0,7.5,33.63,88
87012300,87,With both spark-ignition intl.combustion piston engn.&electric motor as motors for pr,5,0,15,5,0,7.5,33.63,88
87012400,87,Road tractors for semi-trailers : With only electric motor for propulsion,5,0,15,5,0,7.5,33.63,88
87012900,87,Road tractors for semi-trailers : NES,5,0,15,5,0,7.5,33.63,88
87013000,87,Track-laying tractors,5,0,0,5,0,7.5,17.88,88
87019110,87,"Other, of an engine power, Not exceeding 18 kW",1,0,15,5,0,7.5,28.73,88
87019190,87,"Other, of an engine power, Not exceeding 18 kW",5,0,15,5,0,7.5,33.63,88
87019210,87,"Other Tracktor, of an engine power Exceeding 18 kW but not exceeding 37 kW",1,0,15,5,0,7.5,28.73,88
87019290,87,"Other Tracktor, of an engine power Exceeding 18 kW but not exceeding 37 kW",5,0,15,5,0,7.5,33.63,88
87019310,87,"Other tracktor, of an engine power Exceeding 37 kW but not exceeding 75 kW",1,0,15,5,0,7.5,28.73,88
87019390,87,"Other tracktor, of an engine power Exceeding 37 kW but not exceeding 75 kW",5,0,15,5,0,7.5,33.63,88
87019410,87,"Other tracktor, of an engine power Exceeding 75 kW but not exceeding 130 kW",1,0,15,5,0,7.5,28.73,88
87019490,87,"Other tracktor, of an engine power Exceeding 75 kW but not exceeding 130 kW",5,0,15,5,0,7.5,33.63,88
87019510,87,"Other tracktor, of an engine power Exceeding 130 kW",1,0,15,5,0,7.5,28.73,88
87019590,87,"Other tracktor, of an engine power Exceeding 130 kW",5,0,15,5,0,7.5,33.63,88
87021010,87,"Built-Up, Double Decker Bus (diesel or semi-diesel)",5,0,15,5,0,7.5,33.63,88
87021020,87,"Built-up, having a seating capacity of 40 or more, excluding folding seats",10,0,15,5,0,7.5,39.75,88
87021030,87,"Built-Up,Having A Seating Capacity >15 but not exceeding 40,incl.the driver",5,0,15,5,0,7.5,33.63,88
87021041,87,"Built-up, having a seating capacity not exceeding 15, incl. the driver, human hauler",25,30,15,5,5,7.5,112.03,88
87021049,87,"Built-up, having a seating capacity not >15, incl. the driver, excl. human hauler",25,20,15,5,5,7.5,96.10,88
87021050,87,Ckd Motor Vehicles,10,0,0,5,0,7.5,23.25,88
87022010,87,With both compression-ignition internal combustion piston engine (diesel or semi-di..,5,0,15,5,0,7.5,33.63,88
87022020,87,With both compression-ignition internal combustion piston engine (diesel or semi-di..,10,0,15,5,0,7.5,39.75,89
87022030,87,"Built-up, having a seating capacity >15 but not exceeding 40, including the driver",5,0,15,5,0,7.5,33.63,89
87022041,87,"Built-up, having a seating capacity not >15, incl. the driver, human hauler",25,0,15,5,5,7.5,64.25,89
87022049,87,"Built-up, having a seating capacity not >15, incl. the driver, excl. human hauler",25,0,15,5,5,7.5,64.25,89
87022050,87,CKD Motor vehicles,10,0,15,5,0,7.5,39.75,89
87023010,87,With both spark-ignition internal combustion reciprocating piston engine & electric..,5,0,15,5,0,7.5,33.63,89
87023020,87,With both spark-ignition internal combustion reciprocating piston engine & electric..,10,0,15,5,0,7.5,39.75,89
87023030,87,"Built-up, having a seating capacity >15 but not exceeding 40, including the driver",5,0,15,5,0,7.5,33.63,89
87023041,87,"Built-up, having a seating capacity not >15, incl. the driver, human hauler",25,0,15,5,5,7.5,64.25,89
87023049,87,"Built-up, having a seating capacity not >15, incl. the driver, excl. human hauler",25,0,15,5,5,7.5,64.25,89
87023050,87,CKD motor vehicles,10,0,15,5,0,7.5,39.75,89
87024000,87,With only electric motor for propulsion,25,0,15,5,5,7.5,64.25,89
87029011,87,"Built-up, Double Decker bus, Using CNG/LPG/LNG as fuel",5,0,0,0,0,7.5,12.88,89
87029019,87,"Built-Up Double Decker Bus, Not Using Cng As Fuel",5,0,15,5,0,7.5,33.63,89
87029021,87,"Built-up, having a seating cap of 40 or more exc. folding seats, CNG/LPG/LNG as fuel",5,0,15,5,0,7.5,33.63,89
87029029,87,"Built Up Motor Vehicles,Capacity Of 40 Or More, Not Using Cng As Fuel",10,0,15,5,0,7.5,39.75,89
87029030,87,"Built-Up,Having A Seating Capacity exceeding 15 but not exceeding 40,incl Driver",10,0,15,5,0,7.5,39.75,89
87029040,87,"Built-Up,having a seating capacity not exceeding 15,including the driver",25,10,15,5,5,7.5,80.18,89
87029051,87,"Having a seating cap. of 40 or more excl.folding seats using CNG/LPG/LNG as fuel, CKD",10,0,0,5,0,7.5,23.25,89
87029059,87,"Other motor vehicles in CKD condition, excl. seat... 40 or more.. CNG/LPG/LNG as fuel",10,0,15,5,0,7.5,39.75,89
87031000,87,Vehicles specially designed for travelling on snow; golf cars and similar vehicles......,25,20,15,5,5,7.5,96.10,89
87032111,87,"Vehicles with spark-ignition engine of cy. Capa.<1000cc In CBU, 3 wheeled",25,20,15,5,5,7.5,96.10,89
87032119,87,"Vehicles with spark-ignition engine of cy. Capa.<1000cc In CKD, 3 wheeled",25,20,15,5,5,7.5,96.10,89
87032121,87,"Recond. Motor cars & oth. vehicles; incl.stn.wagons,CBU, cylinder capacity not>1000 cc",25,45,15,5,5,7.5,135.91,89
87032124,87,"Reconditioned Microbus, CBU, capacity not >1000cc",25,20,15,5,5,7.5,96.10,89
87032131,87,"Other Motor cars & oth. vehicles; incl.stn.wagons,CBU, cylinder capacity not >1000 cc",25,45,15,5,5,7.5,135.91,89
87032132,87,"Other Motor cars,CKD, cylinder capacity not >1000 cc",25,20,15,5,5,7.5,96.10,89
87032133,87,"Other vehicles, CKD, (Excl.Recon.) capacity <=1000 CC",25,20,15,5,5,7.5,96.10,89
87032134,87,"Other Microbus, CBU, capacity not >1000cc",25,45,15,5,5,7.5,135.91,89
87032211,87,"Recond.Motor Cars & oth. Vehicles,incl.stn. wagons,CBU, cap.>1000cc,but=<1200cc",25,45,15,5,5,7.5,135.91,89
87032212,87,"Ambulance fitted with ess. equip having passenger cabin lengt exee 9ft, capacity >1000cc,but=<1200cc",5,0,15,5,0,7.5,33.63,89
87032213,87,"Recon Microbus, CBU other vehicles, capacity >1000cc,but=<1200cc",25,20,15,5,5,7.5,96.10,89
87032221,87,"Other Motor Cars & Vehicles,incl.stn. wagons,CBU, cap.>1000cc,but=<1200cc",25,45,15,5,5,7.5,135.91,89
87032222,87,"Other Motor Cars, CKD, capacity >1000cc,but=<1200cc",25,20,15,5,5,7.5,96.10,89
87032223,87,"Other vehicles, CKD,cap.>1000cc,but=<1200cc",25,20,15,5,5,7.5,96.10,89
87032224,87,"Other Ambulance fitted with Passeng cabin length >9ft, cap.>1000cc,but=<1200cc",5,0,15,5,0,7.5,33.63,89
87032225,87,"Reconditioned Other Microbus, CBU, capacity >1000cc, but <=1500cc",25,20,15,5,5,7.5,96.10,89
87032231,87,"Recon. Motor cars and other vehicles, includ station wagons, CBU, capacity >1200cc, but <=1500cc",25,60,15,5,5,7.5,159.80,89
87032232,87,"Recon. Ambulance fitted with essen equipm having passe cabin leng exc 9 feet cap>1200cc,but <=1500 c",5,0,15,5,0,7.5,33.63,89
87032233,87,"Recon.Microbus, CBU capacity >1200cc, but <=1500cc",25,20,15,5,5,7.5,96.10,89
87032241,87,"Motor cars and ot her vehicles, including station wagons, CBU capacity >1200cc, but <=1500cc",25,60,15,5,5,7.5,159.80,89
87032242,87,"Motor cars, CKD capacity >1200cc, but <=1500cc",25,20,15,5,5,7.5,96.10,89
87032243,87,"Other vehicles, CKD capacity >1200cc, but <=1500cc",25,20,15,5,5,7.5,96.10,89
87032244,87,"Ambulance fitted with ess equip having passenger cabin leng exce 9 feet cap >1200cc, but <=1500cc",5,0,15,5,0,7.5,33.63,89
87032245,87,"Microbus, CBU cap >1200cc, but <=1500cc",25,20,15,5,5,7.5,96.10,89
87032311,87,"Recond. Motor Cars and oth. Vehicle, incl.stn. wagon,CBU, cap. >1500cc,but =<1600cc",25,45,15,5,5,7.5,135.91,89
87032314,87,Recond. Ambulance fitted with essen equip passen cabin leng >9ft cap >1500cc <=1600cc,5,0,15,5,0,7.5,33.63,89
87032315,87,"Reconditioned Micorbus,CBU, Capacity >1500CC and <=1600CC",25,20,15,5,5,7.5,96.10,89
87032321,87,"Oth.Motor cars and oth. vehi, incl. stn.wagons,CBU,capacity >1500cc,<=1600cc",25,45,15,5,5,7.5,135.91,89
87032322,87,"Other Motor cars,CKD, capacity >1500cc,but not <=1600cc",25,20,15,5,5,7.5,96.10,89
87032323,87,"Other vehicles, CKD, capacity >1500cc but <=1600cc",25,20,15,5,5,7.5,96.10,89
87032324,87,"Other Ambulance fitted with essen equp passen cabin leng>9ft Cap >1500cc,but <=1600cc",5,0,15,5,0,7.5,33.63,89
87032325,87,"Micorbus,CBU, exceeding 1500 cc but not exceeding 1600 cc",25,20,15,5,5,7.5,96.10,89
87032331,87,"Recond. Motor Cars and oth. Vehicle, incl.stn. wagon,CBU, cap. >1600cc,but =<2000cc",25,100,15,5,5,7.5,223.50,89
87032334,87,"Recond Ambulance fitted with essen. equp. passen cabin leng>9ft Cap >1600cc,<=2000cc",5,0,15,5,0,7.5,33.63,89
87032335,87,"Reconditioned Microbus, capacity not exceeding 1800cc,CBU",25,20,15,5,5,7.5,96.10,89
87032336,87,"Recond. Microbus of a cylinder capacity exceeding 1800cc, , CBU",25,45,15,5,5,7.5,135.91,89
87032341,87,"Other Motor Cars and oth. Vehicle, incl.stn. wagon,CBU, cap. >1600cc,but =<2000cc",25,100,15,5,5,7.5,223.50,89
87032342,87,"Other Motor Cars,CKD, cap. >1600cc,but =<2000cc",25,45,15,5,5,7.5,135.91,89
87032343,87,"Other vehicles, CKD, capacity >1800cc,but =<2000cc",25,45,15,5,5,7.5,135.91,89
87032344,87,"Ambulance fitted withessen. equp. passen cabin leng>9ft Cap>1600cc, <=2000CC",5,0,15,5,0,7.5,33.63,89
87032345,87,"Other Microbus, CBU, capacity not >1800cc",25,20,15,5,5,7.5,96.10,89
87032346,87,"Other Microbus of a cylinder capacity >1800cc, but not >2000cc,CBU",25,45,15,5,5,7.5,135.91,89
87032351,87,"Recond. Motor Cars and oth. Vehicle, incl.stn. wagon,CBU, cap. >2000cc,but =<3000cc",25,250,15,5,5,7.5,462.38,89
87032353,87,"Recond Ambulance fitted essen. equp. passen cabin leng>9ft cap.>2000cc, =<3000cc",5,0,15,5,0,7.5,33.63,89
87032361,87,"Other Motor Cars and oth. Vehicle, incl.stn. wagon,CBU, cap. >2000cc,but =<3000cc",25,250,15,5,5,7.5,462.38,89
87032362,87,"Other Motor Cars and oth. Vehicle, incl.stn. wagon,CKD, cap. >2000cc,but =<3000cc",25,150,15,5,5,7.5,303.13,89
87032363,87,"Other Ambulance fitted with essen. equp. passen cabin leng>9ft cap >2000cc, =<3000cc",5,0,15,5,0,7.5,33.63,89
87032411,87,"Recond. Motor cars and oth.vehicles,incl. stn. wagon,CBU cap. >3000cc, <=4000cc",25,500,15,5,5,7.5,860.50,89
87032413,87,"Recond Ambulance fitted with essen. equp. passen cabin leng>9ft cap >3000cc, <=4000cc",5,0,15,5,0,7.5,33.63,89
87032421,87,"Other Motor cars and oth.vehicles,incl. stn. wagon,CBU cap. >3000cc, <=4000cc",25,500,15,5,5,7.5,860.50,89
87032422,87,"Other Motor cars and oth.vehicles,incl. stn. wagon,CKD, cap. >3000cc, <=4000cc",25,350,15,5,5,7.5,621.63,89
87032423,87,"Other Ambulance fitted with essen. equp. passen cabin leng>9ft cap.>3000cc, <=4000cc",5,0,15,5,0,7.5,33.63,89
87032433,87,Recon. Ambulance fitted with essen. equp. passen cabin leng>9ft Cap>4000CC,5,0,15,5,0,7.5,33.63,90
87032442,87,"Motor car & oth.vehicle incl. stn. wagon, CKD,capacity >4000CC",25,500,15,5,5,7.5,860.50,90
87032443,87,Other Ambulance fitted with essen. equp. passen cabin leng>9ft cap >4000CC,5,0,15,5,0,7.5,33.63,90
87033111,87,"Recon.Motor Cars and oth. Vech.incl.stn. wagon,CBU,cap.<=1000cc,diesel or semi-diesel",25,45,15,5,5,7.5,135.91,90
87033114,87,"Recond. Microbus,CBU,capacity <=1000cc,diesel or semi-diesel",25,45,15,5,5,7.5,135.91,90
87033121,87,"Other Motor cars & oth.vehicles, incl. stn.wagons,CBU,cap.<=1000cc,diesel or semi-diesel",25,45,15,5,5,7.5,135.91,90
87033122,87,"Other Motor cars,CKD, capacity <=1000cc,diesel or semi-diesel",25,20,15,5,5,7.5,96.10,90
87033123,87,"Other vehicles, CKD, capacity <=1000cc",25,20,15,5,5,7.5,96.10,90
87033124,87,"Other Microbus,CBU, cap.<=1000cc",25,20,15,5,5,7.5,96.10,90
87033125,87,"Three wheeled vehicles, not exceeding 1000CC",25,20,15,5,5,7.5,96.10,90
87033131,87,"Recond.Motor cars & oth. vehicles incl. stn. wagon,CBU, capacity>1000cc, but <=1200cc",25,45,15,5,5,7.5,135.91,90
87033132,87,"Recondi Ambulance fitt with ess equip having passe cabin leng exce 9 feet cap >1000cc, but <=1200cc",5,0,15,5,0,7.5,33.63,90
87033133,87,"Recon. Microbus, CBU, capacity >=1000cc, but <=1200cc",25,20,15,5,5,7.5,96.10,90
87033141,87,"Other Motor cars & oth vehicles, incl. stn. wagon,CBU,capacity >=1000cc, but <=1200CC",25,45,15,5,5,7.5,135.91,90
87033142,87,"Other motor cars, CKD, capacity >=1000cc, but <=1500cc",25,20,15,5,5,7.5,96.10,90
87033143,87,"Other vehicles, CKD, capacity >=1000cc, but <=1200cc",25,20,15,5,5,7.5,96.10,90
87033144,87,"Other Ambulance fitted with essen. equp passen cabin leng>9ft cap >=1000cc, <=1200cc",5,0,15,5,0,7.5,33.63,90
